dof_target,dof_pos,dof_vel,torque_action,real_pos,real_vel,real_torque
0.0,-1.177996096674425e-32,-6.151043819694339e-33,1.2087513429562036e-30,-0.0024795910582131597,-0.00626129426129296,0.9494505494505461
0.0,-2.393348816070807e-32,-6.151043819694339e-33,2.424104074107529e-30,-0.0024795910582131597,-0.031306471306471906,1.1604395604395563
0.0,-3.608631299679727e-32,-6.151043819694339e-33,3.639386557716449e-30,-0.0024795910582131597,-0.00626129426129296,1.3010989010988965
0.0,-4.823984312949697e-32,-6.151043819694339e-33,4.854739382907323e-30,-0.0024795910582131597,-0.018783882783882433,1.2307692307692264
0.07845909572784494,-6.039243286671601e-32,-6.151043819694339e-33,7.84591007232666,-0.0024795910582131597,-0.00626129426129296,0.9494505494505461
0.07845909572784494,0.003390583209693432,0.902356743812561,2.995068073272705,-0.0017166399633783413,0.44455189255189254,8.263736263736263
0.07845909572784494,0.00919555313885212,1.246355652809143,0.6945767402648926,0.000953688868543523,0.8202295482295483,8.615384615384613
0.07845909572784494,0.015724854543805122,1.3251527547836304,-0.3523392677307129,0.005149919890135024,1.3336556776556776,6.997802197802201
0.07845909572784494,0.022194234654307365,1.2829270362854004,-0.7881488800048828,0.011253528648813571,1.7594236874236877,7.701098901098902
0.15643446504023087,0.028263309970498085,1.1902353763580322,6.865938186645508,0.018501564049744346,2.1977142857142873,5.87252747252748
0.15643446504023087,0.037181105464696884,1.9796890020370483,2.0268898010253906,0.028419928282596985,2.9991599511599496,13.538461538461547
0.15643446504023087,0.04795362055301666,2.2120351791381836,-0.21209144592285156,0.0413900968947889,3.77556043956044,11.498901098901086
0.15643446504023087,0.05891799181699753,2.1859264373779297,-1.1779851913452148,0.056267643244067855,4.364122100122099,9.599999999999994
0.15643446504023087,0.06933248788118362,2.0479371547698975,-1.5294885635375977,0.07343404287785127,4.877548229548228,7.701098901098902
0.23344536385590547,0.07890435308218002,1.8691983222961426,6.108110427856445,0.09212634470130432,5.265748473748474,6.15384615384616
0.23344536385590547,0.09088913351297379,2.571366310119629,1.3987903594970703,0.11272602426184442,6.004581196581196,11.358241758241746
0.23344536385590547,0.10434802621603012,2.731241226196289,-0.7464714050292969,0.13637750820172378,6.69332356532356,8.615384615384613
0.23344536385590547,0.11767628788948059,2.643181085586548,-1.638998031616211,0.1619363698786902,7.081523809523816,8.123076923076923
0.23344536385590547,0.1301766037940979,2.4516568183898926,-1.9314079284667969,0.18978408484016107,7.357020757020763,4.676923076923089
0.30901699437494745,0.14159223437309265,2.226233720779419,5.611309051513672,0.22144655527580603,7.432156288156293,0.31648351648351536
0.30901699437494745,0.15514735877513885,2.8711962699890137,1.0309829711914062,0.2504386968795309,7.770266178266176,6.2241758241758305
0.30901699437494745,0.16994604468345642,2.9886019229888916,-1.0359134674072266,0.28171969176775846,7.933059829059829,1.5824175824175768
0.30901699437494745,0.18443533778190613,2.8669638633728027,-1.8766536712646484,0.31109330891889897,7.782788766788769,-0.10549450549450512
0.30901699437494745,0.19795119762420654,2.6478283405303955,-2.1325607299804688,0.34313725490196134,7.432156288156293,-3.9736263736263595
0.3826834323650898,0.21026018261909485,2.399026870727539,5.247190475463867,0.3709849698634322,7.018910866910865,-6.857142857142861
0.3826834323650898,0.22452180087566376,3.002061128616333,0.8058567047119141,0.39768825818265086,6.718368742368739,-1.5824175824175768
0.3826834323650898,0.23987726867198944,3.0934648513793945,-1.1867084503173828,0.4243915465018695,6.34269108669109,-4.184615384615398
0.3826834323650898,0.2548253536224365,2.9543299674987793,-1.9858427047729492,0.44728007934691405,5.816742368742368,-6.505494505494511
0.3826834323650898,0.268730491399765,2.722519636154175,-2.2173051834106445,0.4690241855497064,5.102954822954825,-8.193406593406593
0.4539904997395468,0.28137609362602234,2.463871717453003,4.942081451416016,0.4861905851834898,4.20132844932845,-10.232967032967025
0.4539904997395468,0.29582998156547546,3.0317800045013428,0.6571502685546875,0.5010681315327687,3.8632185592185593,-4.817582417582429
0.4539904997395468,0.31126952171325684,3.106018543243408,-1.25799560546875,0.5144197756923781,3.34979242979243,-6.575824175824181
0.4539904997395468,0.326249361038208,2.958616018295288,-2.018967628479004,0.5258640421149003,2.7487081807081815,-6.786813186813191
0.4539904997395468,0.34016162157058716,2.7229528427124023,-2.231877326965332,0.5350194552529182,2.1225787545787576,-6.505494505494511
0.5224985647159488,0.3528030812740326,2.4626190662384033,4.656452178955078,0.5415045395590141,1.4087912087912073,-7.560439560439562
0.5224985647159488,0.3671272397041321,2.997664213180542,0.5488090515136719,0.546082246128023,1.195907203907204,-1.8637362637362571
0.5224985647159488,0.3823492228984833,3.059396266937256,-1.2820491790771484,0.5506599526970319,0.8577973137973132,-1.793406593406587
